Frame Number,Processing Time (seconds)
0,3.8371543884277344
1,0.05632472038269043
2,0.04806709289550781
3,0.0446019172668457
4,0.04690289497375488
5,0.04718208312988281
6,0.04118847846984863
7,0.039613962173461914
8,0.03918719291687012
9,0.040657758712768555
10,0.038912057876586914
11,0.03878378868103027
12,0.036283016204833984
13,0.0363306999206543
14,0.04328632354736328
15,0.03725075721740723
16,0.03812360763549805
17,0.03597259521484375
18,0.03783416748046875
19,0.039206743240356445
20,0.03405141830444336
21,0.03698253631591797
22,0.0336613655090332
23,0.03699207305908203
24,0.03900504112243652
25,0.03651833534240723
26,0.038306236267089844
27,0.05122041702270508
28,0.03751826286315918
29,0.043366432189941406
30,0.03934335708618164
31,0.03964972496032715
32,0.036368608474731445
33,0.037915945053100586
34,0.03998136520385742
35,0.038932085037231445
36,0.034996986389160156
37,0.04424905776977539
38,0.04029369354248047
39,0.0364687442779541
40,0.037599802017211914
41,0.03753018379211426
42,0.031508684158325195
43,0.03591561317443848
44,0.0317540168762207
45,0.03502535820007324
46,0.03446245193481445
47,0.03549909591674805
48,0.03487348556518555
49,0.036518096923828125
50,0.037847042083740234
51,0.036379337310791016
52,0.03486490249633789
53,0.036840200424194336
54,0.03630781173706055
55,0.03744983673095703
56,0.03546929359436035
57,0.03208351135253906
58,0.03341388702392578
59,0.03312325477600098
60,0.03210306167602539
61,0.03375077247619629
62,0.036813974380493164
63,0.03668379783630371
64,0.03130483627319336
65,0.031839847564697266
66,0.032196998596191406
67,0.03287243843078613
68,0.03467273712158203
69,0.03354525566101074
70,0.037383079528808594
71,0.03254294395446777
72,0.03186464309692383
73,0.0350499153137207
74,0.03627443313598633
75,0.033716678619384766
76,0.03414630889892578
77,0.03241777420043945
78,0.03625941276550293
79,0.03634214401245117
80,0.0389866828918457
81,0.038735389709472656
82,0.03707098960876465
83,0.03915238380432129
84,0.03665924072265625
85,0.038094520568847656
86,0.037960052490234375
87,0.040084123611450195
88,0.04208207130432129
89,0.043988943099975586
90,0.03593277931213379
91,0.038802385330200195
92,0.036718130111694336
93,0.04035520553588867
94,0.03884601593017578
95,0.03712630271911621
96,0.035605669021606445
97,0.03195810317993164
98,0.03862142562866211
99,0.032466888427734375
100,0.03592419624328613
101,0.03742480278015137
102,0.030423641204833984
103,0.034155845642089844
104,0.03581094741821289
105,0.0368800163269043
106,0.04271435737609863
107,0.056978464126586914
108,0.049057960510253906
109,0.0494999885559082
110,0.05083894729614258
111,0.046752214431762695
112,0.039427757263183594
113,0.044034719467163086
114,0.03844165802001953
115,0.037247657775878906
116,0.03962230682373047
117,0.04368925094604492
118,0.04999232292175293
119,0.04086160659790039
120,0.04572868347167969
121,0.050523996353149414
122,0.05315899848937988
123,0.04244375228881836
124,0.04201102256774902
125,0.04388117790222168
126,0.044237375259399414
127,0.0556333065032959
128,0.049649715423583984
129,0.044341325759887695
130,0.04236197471618652
131,0.051119089126586914
132,0.049077749252319336
133,0.05297040939331055
134,0.03912925720214844
135,0.0429685115814209
136,0.04397273063659668
137,0.04857778549194336
138,0.05201864242553711
139,0.04636812210083008
140,0.04763627052307129
141,0.04996228218078613
142,0.05145573616027832
143,0.039552927017211914
144,0.03890037536621094
145,0.046396493911743164
146,0.036412954330444336
147,0.038787126541137695
148,0.06090688705444336
149,0.056038618087768555
150,0.04432559013366699
151,0.049355506896972656
152,0.05720329284667969
153,0.053394317626953125
154,0.04786944389343262
155,0.04568982124328613
156,0.043805837631225586
157,0.041998863220214844
158,0.04270458221435547
159,0.04312729835510254
160,0.041480302810668945
161,0.045816659927368164
162,0.04326796531677246
163,0.04279923439025879
164,0.04026293754577637
165,0.0408930778503418
166,0.04043412208557129
167,0.04821944236755371
168,0.043657541275024414
169,0.047852277755737305
170,0.05307602882385254
171,0.047139644622802734
172,0.04979681968688965
173,0.048323869705200195
174,0.04726696014404297
175,0.05312967300415039
176,0.04645395278930664
177,0.046480417251586914
178,0.05010271072387695
179,0.06018996238708496
180,0.040120840072631836
181,0.039049625396728516
182,0.03441357612609863
183,0.03552412986755371
184,0.03673744201660156
185,0.032540082931518555
186,0.03553652763366699
187,0.03446054458618164
188,0.0358123779296875
189,0.03483080863952637
190,0.034789323806762695
191,0.03867650032043457
192,0.04186248779296875
193,0.038446903228759766
194,0.03965115547180176
195,0.040901899337768555
196,0.03869485855102539
197,0.040201425552368164
198,0.03814339637756348
199,0.04566693305969238
200,0.036852121353149414
201,0.038901567459106445
202,0.03832435607910156
203,0.03610992431640625
204,0.035841941833496094
205,0.03382682800292969
206,0.031410932540893555
207,0.0321955680847168
208,0.0332798957824707
209,0.037030696868896484
210,0.03677940368652344
211,0.03310537338256836
212,0.03265070915222168
213,0.03217506408691406
214,0.036890268325805664
215,0.03460335731506348
216,0.03453826904296875
217,0.03469276428222656
218,0.030968904495239258
219,0.03564023971557617
220,0.0377652645111084
221,0.03757214546203613
222,0.03637361526489258
223,0.038370609283447266
224,0.04211163520812988
225,0.03888988494873047
226,0.04332470893859863
227,0.03679537773132324
228,0.03962874412536621
229,0.04091477394104004
230,0.04103446006774902
231,0.03775763511657715
232,0.040289878845214844
233,0.04307699203491211
234,0.04596114158630371
235,0.036431074142456055
236,0.03605794906616211
237,0.035234689712524414
238,0.0355534553527832
239,0.03312945365905762
240,0.03516411781311035
241,0.03354072570800781
242,0.03288698196411133
243,0.03255057334899902
244,0.036041259765625
245,0.03387308120727539
246,0.0407109260559082
247,0.042934417724609375
248,0.04785633087158203
249,0.039214134216308594
250,0.04094839096069336
251,0.03704524040222168
252,0.032297611236572266
253,0.03280377388000488
254,0.03659677505493164
255,0.03312277793884277
256,0.03354144096374512
257,0.034285783767700195
258,0.0352785587310791
259,0.03252410888671875
260,0.031148910522460938
261,0.033826351165771484
262,0.034081220626831055
263,0.03244519233703613
264,0.03333115577697754
265,0.03447222709655762
266,0.03299570083618164
267,0.03594493865966797
268,0.03648090362548828
269,0.03186821937561035
270,0.03219866752624512
271,0.032948970794677734
272,0.03246879577636719
273,0.032206058502197266
274,0.03781437873840332
275,0.041721343994140625
276,0.032814979553222656
277,0.04981875419616699
278,0.041882991790771484
279,0.04009413719177246
280,0.03937077522277832
281,0.0382840633392334
282,0.03626728057861328
283,0.04153633117675781
284,0.0395967960357666
285,0.049927711486816406
286,0.042974233627319336
287,0.03782939910888672
288,0.038323163986206055
289,0.04100990295410156
290,0.034514427185058594
291,0.03408098220825195
292,0.0342717170715332
293,0.033117055892944336
294,0.03532052040100098
295,0.03651547431945801
296,0.033640384674072266
297,0.035944223403930664
298,0.03316330909729004
299,0.03386116027832031
300,0.04075503349304199
301,0.043314218521118164
302,0.04343819618225098
303,0.04807329177856445
304,0.043135881423950195
305,0.03614544868469238
306,0.03702855110168457
307,0.03461861610412598
308,0.03794384002685547
309,0.033841609954833984
310,0.037957191467285156
311,0.036869049072265625
312,0.034147024154663086
313,0.034110069274902344
314,0.03310585021972656
315,0.03829002380371094
316,0.03491568565368652
317,0.03552436828613281
318,0.03713870048522949
319,0.032636404037475586
320,0.036376953125
321,0.0332331657409668
322,0.03437089920043945
323,0.03293895721435547
324,0.033232927322387695
325,0.03492331504821777
326,0.03275632858276367
327,0.04554176330566406
328,0.04352998733520508
329,0.04846763610839844
330,0.054018497467041016
331,0.04792904853820801
332,0.0423738956451416
333,0.04393601417541504
334,0.044402122497558594
335,0.046012163162231445
336,0.04024958610534668
337,0.042922258377075195
338,0.04190206527709961
339,0.04006195068359375
340,0.03574419021606445
341,0.04456806182861328
342,0.037215232849121094
343,0.039580583572387695
344,0.03492403030395508
345,0.0370633602142334
346,0.03611278533935547
347,0.03290247917175293
348,0.03555417060852051
349,0.03314542770385742
350,0.03604745864868164
351,0.0357966423034668
352,0.03964376449584961
353,0.03947305679321289
354,0.040697336196899414
355,0.047136783599853516
356,0.04323458671569824
357,0.05458807945251465
358,0.04231715202331543
359,0.03866696357727051
360,0.03252577781677246
361,0.03825569152832031
362,0.042044878005981445
363,0.03830075263977051
364,0.037822723388671875
365,0.03741812705993652
366,0.03988361358642578
367,0.03818488121032715
368,0.03998112678527832
369,0.04161429405212402
370,0.03451037406921387
371,0.04001736640930176
372,0.036507606506347656
373,0.039452552795410156
374,0.03862357139587402
375,0.036711692810058594
376,0.04121232032775879
377,0.03954625129699707
378,0.04007267951965332
379,0.0478367805480957
380,0.039858341217041016
381,0.0425570011138916
382,0.047196388244628906
383,0.045996665954589844
384,0.0467073917388916
385,0.047760963439941406
386,0.04661726951599121
387,0.06108975410461426
388,0.04381918907165527
389,0.0466761589050293
390,0.04658198356628418
391,0.048654794692993164
392,0.03759956359863281
393,0.03905797004699707
394,0.04024195671081543
395,0.04098773002624512
396,0.03735184669494629
397,0.040122032165527344
398,0.046387434005737305
399,0.045270442962646484
400,0.04182696342468262
401,0.04089760780334473
402,0.040662288665771484
403,0.03914237022399902
404,0.038831233978271484
405,0.04414987564086914
406,0.03804135322570801
407,0.043511390686035156
408,0.039652347564697266
409,0.03888988494873047
410,0.03725171089172363
411,0.03862428665161133
412,0.03743934631347656
413,0.039426326751708984
414,0.03854799270629883
415,0.03898787498474121
416,0.035990238189697266
417,0.03902268409729004
418,0.03536415100097656
419,0.0385129451751709
420,0.03808093070983887
421,0.03599238395690918
422,0.03830409049987793
423,0.03929328918457031
424,0.040906667709350586
425,0.04607439041137695
426,0.04462385177612305
427,0.04339957237243652
428,0.0474853515625
429,0.04497241973876953
430,0.043511152267456055
431,0.04161524772644043
432,0.04483652114868164
433,0.042397499084472656
434,0.0438687801361084
435,0.04635310173034668
436,0.03726005554199219
437,0.0617673397064209
438,0.04942584037780762
439,0.052926063537597656
440,0.04403996467590332
441,0.04495573043823242
442,0.03898501396179199
443,0.039040565490722656
444,0.042296648025512695
445,0.03973746299743652
446,0.04519486427307129
447,0.049716949462890625
448,0.05988907814025879
449,0.04873967170715332
450,0.043889760971069336
451,0.04359126091003418
452,0.0389246940612793
453,0.04364180564880371
454,0.04216408729553223
455,0.056121110916137695
456,0.043169498443603516
457,0.044533491134643555
458,0.04117298126220703
